RESTRICT-001,2026-04-08,Restriction system hardcoded if/elif chains,Adding new restrictions required writing new code blocks,Refactored to 3 data dicts: RESTRICTION_KEYWORDS RESTRICTION_BLOCKED_GROUPS RESTRICTION_GROUP_SUBSTITUTIONS,Adding restriction = 1 dict entry zero code,FIXED,Claude,pauta_generator.py
R24H-005,2026-04-08,R24 search only works in desayuno via global bar,Global bar adds to first meal with empty row (always desayuno),Added per-meal search bars inside each meal card header + removed global bar,Search directly targets the correct meal,FIXED,Claude,templates/patient_file.html
MACRO-001,2026-04-08,Macros % don't show remaining to 100%,No indicator when protein+carbs+fats != 100%,Added total % badge (green/warning/danger) + Faltan X% or Excede X% text,Clear feedback on macro distribution,FIXED,Claude,templates/patient_file.html
PAUTA-VIEW,2026-04-08,Saved pauta invisible in patient file,plan_alimentario saved to DB but never rendered in ficha,Added accordion section rendering pauta JSON as structured meal cards by day,Nutritionist sees saved pauta directly in ficha,FIXED,Claude,templates/patient_file.html
AI-FALLBACK,2026-04-08,BiteBot IA blocked when Gemini has no key — Groq never used,Import-only fallback missed runtime unavailability,Added ia_disponible() check at import time — falls back Gemini>Groq>stub,BiteBot works with either AI provider,FIXED,Claude,app.py
PRINT-001,2026-04-08,Print layout unprofessional — broken between sections,CSS hid wrong selectors and no professional header,Complete print CSS overhaul: BiteTrack header + hide all UI + expand accordions + A4 margins,Professional clinical report output,FIXED,Claude,css/patient-file.css
SCHEDULE-001,2026-04-08,Cannot have multiple time blocks per day,Single start/end per day — no nested schedule support,Multiple blocks per day with Add/Remove buttons + save collects all rows,Flexible schedule e.g. Fri 09-12 AND 15-20,FIXED,Claude,templates/nutritionist_schedule.html
SPECIALTY-001,2026-04-08,No keyword search for specialties in registration,36 specialty chips shown as flat grid — hard to find,Added search input above chips that filters by keyword match,Fast specialty discovery on mobile,FIXED,Claude,templates/register.html
INFO-001,2026-04-08,No info buttons explaining ficha sections,Users unsure what each section is for or how to fill it,Added info icon with tooltip on all 6 major sections explaining purpose,Self-documenting ficha,FIXED,Claude,templates/patient_file.html
CALC-001,2026-04-08,Metodo calculo selector has no explanation,Users don't know what Harris-Benedict vs Factorial vs Calorimetria means,Added info icon tooltip explaining each method,Self-documenting field,FIXED,Claude,templates/patient_file.html
UI-PAUTA-TITLE,2026-04-08,Modal titles black text on green header,h5 inherits modal-title color from Bootstrap,Added inline color: white !important to h5,White title visible,FIXED,Claude,js/patient-file.js
UI-PAUTA-TABS,2026-04-08,Day tabs invisible white-on-white,Bootstrap nav-link CSS overrode inline color,Added !important to color/background + setProperty in onclick,Tabs visible green/white,FIXED,Claude,js/patient-file.js
EFC-MERGE,2026-04-08,Saving freq comments overwrote frequencies,Frontend sent only _comments dict overwriting full freq data,Backend now MERGES frecuencia_consumo instead of overwriting,Frequencies preserved when adding comments,FIXED,Claude,app.py
